1	2012	6	18  2 40.7
187	2012	7	11	6	76.0
188	2012	7	11	4	70.6
189	2012	7	11	4	67.8
190	2012	7	11	4	67.8
191	2012	7	12	12	78.8
192	2012	7	12	4	85.5
193	2012	7	12	8	92.8
194	2012	7	13	4	89.7
195	2012	7	13	8	86.5
196	2012	7	13	4	86.5
197	2012	7	13	1	83.9
198	2012	7	13	3	78.6
199	2012	7	13	1	76.3
200	2012	7	13	0.5	76.0
201	2012	7	13	0.5	76.0
202	2012	7	13	1	76.0
203	2012	7	13	0.5	76.2
204	2012	7	13	0.5	76.2
205	2012	7	13	0.5	76.3
206	2012	7	13	1.5	76.3
207	2012	7	13	0.5	76.4
208	2012	7	13	0.5	76.4
209	2012	7	13	0.5	76.5
210	2012	7	14	0.5	76.5
211	2012	7	14	0.5	76.6
212	2012	7	14	0.5	76.6
213	2012	7	14	0.5	76.7
214	2012	7	14	1	76.7
215	2012	7	14	0.5	76.8
216	2012	7	14	0.5	76.8
217	2012	7	14	0.5	76.9
218	2012	7	14	1.5	76.9
219	2012	7	14	1.5	77.4
220	2012	7	14	1	78.2
221	2012	7	14	1	79.3
222	2012	7	14	2	82.6
223	2012	7	14	1	85.1
224	2012	7	14	2	89.3
225	2012	7	14	2	92.1
226	2012	7	14	2	98.1
227	2012	7	14	0.5	98.1
228	2012	7	14	1.5	99.0
229	2012	7	14	2	102
230	2012	7	15	2	103
231	2012	7	15	8	99.0
232	2012	7	15	4	98.1
233	2012	7	15	4	96.2
234	2012	7	15	4	91.4
235	2012	7	16	9	84.6
236	2012	7	16	0.5	83.8
237	2012	7	16	1	83.8
238	2012	7	16	1.5	83.0
239	2012	7	16	8	79.7
240	2012	7	16	4	77.9
241	2012	7	17	12	77.8
242	2012	7	17	9	75.6
243	2012	7	17	1	75.3
244	2012	7	17	1	75.3
245	2012	7	17	1	74.9
246	2012	7	18	4	72.7
247	2012	7	18	8	70.6
248	2012	7	18	2	70.6
249	2012	7	18	2	70.0
250	2012	7	18	3.5	65.3
251	2012	7	18	0.5	65.3
252	2012	7	18	4	61.0
253	2012	7	19	12	61.6
254	2012	7	19	11	62.3
255	2012	7	19	3	62.4
256	2012	7	19	2	62.4
257	2012	7	20	5	62.7
258	2012	7	20	3	62.7
259	2012	7	20	1	62.7
260	2012	7	20	3	62.8
261	2012	7	20	8	62.8
262	2012	7	20	100	63.0
